ID;Jugador;MJ;PJ;%PJ;PC;%PC;PT;%PT;PS;%PS;TA;TR;SA;G;PR;GPP;GE
abdessamad-ezzalzouli;Abde Ezzalzouli;640;9;100.00;1;11.11;7;77.78;6;66.67;1;0;0;1;1;0;6
abderrahman-rebbach;Abde Rebbach;203;4;44.44;1;25.00;2;22.22;1;11.11;1;0;0;0;0;0;5
abqar;Abdel Abqar;681;9;100.00;5;55.56;9;100.00;4;44.44;4;0;0;0;1;0;13
abdoulaye-keita;Abdoulaye Keita;27;1;11.11;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
abdul-mumin;Abdul Mumin;810;9;100.00;9;100.00;9;100.00;0;0.00;3;0;0;1;0;0;9
abdon;Abdón Prats;134;6;66.67;0;0.00;1;11.11;1;11.11;2;0;0;1;0;0;1
abel-bretones;Abel Bretones;612;8;88.89;5;62.50;7;77.78;2;22.22;1;0;0;2;0;0;9
abel-ruiz;Abel Ruiz;663;9;100.00;1;11.11;9;100.00;8;88.89;2;0;0;2;0;0;10
aboubacar-bassinga;Aboubacar Bassinga;3;1;11.11;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
adama-boiro;Adama Boiro;222;3;33.33;0;0.00;3;33.33;3;33.33;0;0;0;0;0;0;2
januzaj;Adnan Januzaj;190;4;44.44;1;25.00;2;22.22;1;11.11;2;0;0;0;0;0;2
embarba;Adri Embarba;545;9;100.00;1;11.11;7;77.78;6;66.67;2;0;0;0;0;0;7
adria-altimira;Adrià Alti;269;5;55.56;1;20.00;3;33.33;2;22.22;0;0;0;0;0;0;5
pedrosa-1;Adrià Pedrosa;515;7;77.78;4;57.14;6;66.67;2;22.22;3;0;0;0;0;0;6
adrian-2;Adrián San Miguel del Castillo;0;0;0.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
adrian-pica;Adrián Hernández Hernández;132;3;33.33;1;33.33;1;11.11;0;0.00;0;0;0;0;0;0;1
a-rodriguez-1;Adrián Rodríguez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
malcom-adu-ares;Malcom Abdulai Ares Djaló;18;1;11.11;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
aihen;Aihen Muñoz;126;3;33.33;1;33.33;1;11.11;0;0.00;1;0;0;0;0;0;1
aimar-1;Aimar Oroz;703;9;100.00;2;22.22;9;100.00;7;77.78;0;0;0;1;0;0;10
aitor-fdez;Aitor Fernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
aitor-fraga;Aitor Fraga;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
paredes-2;Aitor Paredes;440;5;55.56;4;80.00;5;55.56;1;11.11;1;1;1;1;0;0;6
aitor-r;Aitor Ruibal;343;9;100.00;1;11.11;4;44.44;3;33.33;1;0;0;0;0;0;3
albert-mboyo-sambi-lokonga;Albert Sambi Lokonga;171;3;33.33;1;33.33;2;22.22;1;11.11;1;0;0;0;0;0;2
alberto-collado;Alberto Collado;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
alberto-flores;Alberto Flores;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
alberto-mari;Alberto Marí;6;1;11.11;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
a-moleiro;Alberto Moleiro;686;9;100.00;3;33.33;8;88.89;5;55.56;1;0;0;3;0;0;13
alberto-risco;Alberto Risco;65;5;55.56;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
alex-balde;Alejandro Balde;547;8;88.89;2;25.00;6;66.67;4;44.44;0;0;0;0;0;0;5
catena;Alejandro Catena;720;8;88.89;8;100.00;8;88.89;0;0.00;1;0;0;0;0;0;14
a-frances;Alejandro Francés;445;6;66.67;3;50.00;5;55.56;2;22.22;1;0;0;0;0;0;7
alejandro-iturbe;Alejandro Iturbe;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
alejo-veliz;Alejo Véliz;574;9;100.00;2;22.22;7;77.78;5;55.56;2;0;0;1;0;0;11
sedlar;Aleksandar Sedlar;410;5;55.56;4;80.00;5;55.56;1;11.11;1;1;0;0;0;0;5
berenguer;Alex Berenguer;508;8;88.89;2;25.00;6;66.67;4;44.44;2;0;0;0;2;0;7
alex-kral;Alex Král;753;9;100.00;8;88.89;8;88.89;0;0.00;0;0;0;0;0;0;12
alexander-sorloth;Alexander Sørloth;429;9;100.00;0;0.00;6;66.67;6;66.67;0;0;0;1;0;0;4
alfonso-1;Alfon González;189;4;44.44;0;0.00;2;22.22;2;22.22;0;1;0;0;0;0;6
a-espino;Alfonso Espino;305;4;44.44;3;75.00;4;44.44;1;11.11;1;0;0;0;0;0;4
ali-fadal;Ali Fadal;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
alvaro-abajas;Alvin Abajas;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
amath;Amath Ndiaye;295;6;66.67;0;0.00;5;55.56;5;55.56;0;0;0;0;0;0;6
ander-astralaga;Ander Astralaga;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
barrenetxea;Ander Barrenetxea;278;6;66.67;0;0.00;2;22.22;2;22.22;1;0;0;0;0;0;3
guevara;Ander Guevara;484;8;88.89;2;25.00;5;55.56;3;33.33;0;0;0;0;0;0;5
ander;Ander Herrera;215;5;55.56;0;0.00;2;22.22;2;22.22;2;0;0;0;0;0;2
gorosabel;Andoni Gorosabel;184;3;33.33;1;33.33;2;22.22;1;11.11;1;0;0;0;0;0;2
andreas-christensen;Andreas Christensen;26;1;11.11;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
andrei;Andrei Ratiu;620;7;77.78;6;85.71;7;77.78;1;11.11;1;0;0;1;0;0;6
lunin;Andrii Lunin;90;1;11.11;1;100.00;1;11.11;0;0.00;0;0;0;0;0;0;0
andre-almeida-1;Domingos André Ribeiro Almeida;419;8;88.89;1;12.50;5;55.56;4;44.44;0;0;0;0;0;0;8
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
andres-cuenca;Andrés Cuenca;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ansu-fati;Ansu Fati;23;1;11.11;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
budimir;Ante Budimir;598;9;100.00;2;22.22;7;77.78;5;55.56;1;0;0;4;2;0;10
griezmann;Antoine Griezmann;671;9;100.00;2;22.22;7;77.78;5;55.56;0;0;0;2;0;0;3
antonio-blanco;Antonio Blanco;528;9;100.00;3;33.33;6;66.67;3;33.33;1;0;0;0;0;0;13
antonio-espigares;Antonio Espigares;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
antonio-gomis;Antonio Gomis;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
a-raillo;Antonio Raíllo;810;9;100.00;9;100.00;9;100.00;0;0.00;0;0;0;1;0;0;8
antonio-rudiger;Antonio Rüdiger;727;9;100.00;8;88.89;8;88.89;0;0.00;0;0;0;0;0;0;5
sivera;Antonio Sivera;810;9;100.00;9;100.00;9;100.00;0;0.00;3;0;0;0;0;0;15
sanchez;Antonio Sánchez;421;8;88.89;2;25.00;4;44.44;2;22.22;0;0;0;0;0;0;3
antoniu-roca;Antoniu Roca;34;3;33.33;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
a-tuhami;Anuar Tuhami;22;1;11.11;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
egoitz-arana;Egoitz Arana Aizpurua;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arda-guler;Arda Güler;250;7;77.78;0;0.00;3;33.33;3;33.33;1;0;0;0;0;0;3
aridane-1;Aridane Hernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arambarri-1;Aritz Arambarri;178;2;22.22;1;50.00;2;22.22;1;11.11;0;0;0;0;0;0;2
aritz;Aritz Elustondo;245;4;44.44;2;50.00;3;33.33;1;11.11;0;0;0;0;0;0;3
arnau-1;Arnau Martínez;365;6;66.67;3;50.00;4;44.44;1;11.11;0;0;0;0;0;0;5
arnau-rafus;Arnau Rafús;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arnau-sola;Arnau Solà;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
arnaut-danjuma;Arnaut Danjuma;477;8;88.89;0;0.00;6;66.67;6;66.67;2;0;0;2;0;0;10
arthur-vermeeren;Arthur Vermeeren;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
villalibre;Asier Villalibre;177;5;55.56;0;0.00;2;22.22;2;22.22;0;0;0;1;0;0;5
assane-diao;Assane Diao;146;4;44.44;0;0.00;2;22.22;2;22.22;0;0;0;0;0;0;2
augusto-batalla;Augusto Batalla;450;5;55.56;5;100.00;5;55.56;0;0.00;0;0;0;0;0;0;4
aurelien-tchouameni;Aurélien Tchouaméni;693;8;88.89;7;87.50;8;88.89;1;11.11;0;0;0;0;0;0;6
axel-witsel;Axel Witsel;315;4;44.44;3;75.00;4;44.44;1;11.11;0;0;0;0;0;0;4
ayoze-perez;Ayoze Pérez;412;7;77.78;2;28.57;4;44.44;2;22.22;3;0;0;6;0;0;9
b-ramirez;Benito Ramírez;209;6;66.67;0;0.00;1;11.11;1;11.11;1;0;0;0;0;0;3
bertug-yildirim;Bertug Yildirim;450;7;77.78;1;14.29;6;66.67;5;55.56;3;0;0;1;0;0;4
benat-prados;Beñat Prados;435;8;88.89;1;12.50;5;55.56;4;44.44;3;0;0;1;0;0;5
benat-turrientes;Beñat Turrientes;429;8;88.89;2;25.00;5;55.56;3;33.33;2;0;0;0;0;0;2
bojan-miovski;Bojan Miovski;173;3;33.33;0;0.00;2;22.22;2;22.22;0;0;0;0;0;0;3
b-iglesias;Borja Iglesias;461;9;100.00;0;0.00;6;66.67;6;66.67;0;0;0;4;0;0;9
b-mayoral;Borja Mayoral;126;5;55.56;0;0.00;0;0.00;0;0.00;0;0;0;1;0;0;2
brahim;Brahim Díaz;117;5;55.56;0;0.00;2;22.22;2;22.22;0;0;0;1;0;0;1
brais-mendez;Brais Méndez;325;6;66.67;1;16.67;4;44.44;3;33.33;0;0;0;1;0;0;4
b-olivan;Brian Oliván;171;5;55.56;0;0.00;2;22.22;2;22.22;0;0;0;0;0;0;4
bryan;Bryan Gil;522;9;100.00;1;11.11;6;66.67;5;55.56;1;0;0;1;0;0;8
bryan-zaragoza;Bryan Zaragoza;568;9;100.00;1;11.11;7;77.78;6;66.67;2;0;0;1;0;0;9
carl-starfelt;Carl Starfelt;555;8;88.89;5;62.50;6;66.67;1;11.11;1;0;0;1;0;0;11
alena;Carles Aleñá;304;6;66.67;0;0.00;3;33.33;3;33.33;1;0;0;0;0;0;3
c-perez;Carles Pérez;602;9;100.00;3;33.33;7;77.78;4;44.44;0;0;0;0;0;0;7
carlos-benavidez;Carlos Benavídez;212;5;55.56;1;20.00;3;33.33;2;22.22;1;0;0;1;0;0;6
c-dominguez;Carlos Domínguez;343;6;66.67;3;50.00;4;44.44;1;11.11;0;0;0;0;0;1;6
carlos-guirao;Carlos Guirao;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
carlos-martin;Carlos Martín;177;4;44.44;0;0.00;2;22.22;2;22.22;0;0;0;1;0;0;1
carlos-romero;Carlos Romero;709;9;100.00;4;44.44;8;88.89;4;44.44;3;0;0;1;0;0;11
carlos-vicente;Carlos Vicente;709;8;88.89;5;62.50;8;88.89;3;33.33;1;0;0;2;0;0;12
catala;José Luis Català Vázquez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
cenk-ozkacar;Cenk Özkacar;106;3;33.33;1;33.33;2;22.22;1;11.11;0;0;0;0;0;0;3
chema-andres;José María Andres Baixauli;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
chidera-ejuke;Chidera Ejuke;496;8;88.89;2;25.00;5;55.56;3;33.33;0;0;0;1;0;0;4
chimy-avila;Chimy Ávila;207;7;77.78;0;0.00;2;22.22;2;22.22;3;0;0;0;0;0;3
chiquinho-1;Francisco Jorge Tavares Oliveira;57;3;33.33;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;1
christantus-uche;Christantus Uche;753;9;100.00;3;33.33;9;100.00;6;66.67;2;0;0;1;0;0;6
ivan-cantalejo;Iván Cantalejo;87;4;44.44;0;0.00;1;11.11;1;11.11;1;0;0;0;0;0;6
lenglet;Clément Lenglet;90;1;11.11;1;100.00;1;11.11;0;0.00;1;0;0;0;0;0;1
coba-da-costa;Coba da Costa;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
conor-gallagher;Conor Gallagher;506;7;77.78;3;42.86;6;66.67;3;33.33;1;0;0;2;0;0;2
copete;José Manuel Arias Copete;305;7;77.78;3;42.86;3;33.33;0;0.00;1;0;0;0;0;0;4
cristhian-mosquera;Cristhian Mosquera;810;9;100.00;9;100.00;9;100.00;0;0.00;2;0;0;0;0;0;13
stuani;Cristhian Stuani;92;6;66.67;0;0.00;0;0.00;0;0.00;1;0;0;3;0;0;0
cyle-larin;Cyle Larin;415;7;77.78;1;14.29;5;55.56;4;44.44;1;0;0;1;0;0;3
bakambu;Cédric Bakambu;134;4;44.44;0;0.00;1;11.11;1;11.11;0;0;0;0;0;0;1
cesar-azpilicueta;César Azpilicueta;392;5;55.56;3;60.00;5;55.56;2;22.22;0;0;0;0;0;0;3
cesar-gonzalez;César Fernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
cesar-tarrega;César Tárrega;630;7;77.78;7;100.00;7;77.78;0;0.00;2;0;0;0;0;0;8
c-de-la-hoz;César de la Hoz;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
daley-blind;Daley Blind;684;8;88.89;7;87.50;8;88.89;1;11.11;0;0;0;0;0;0;10
daley-sinkgraven;Daley Sinkgraven;90;2;22.22;0;0.00;1;11.11;1;11.11;0;0;0;0;0;0;2
damian-rodriguez;Damián Rodríguez;522;8;88.89;5;62.50;5;55.56;0;0.00;2;0;0;0;0;0;12
carvajal;Dani Carvajal;609;8;88.89;5;62.50;7;77.78;2;22.22;2;0;0;1;0;0;3
d-ceballos;Dani Ceballos;70;2;22.22;0;0.00;1;11.11;1;11.11;0;0;0;0;0;0;0
cardenas;Dani Cárdenas;360;4;44.44;4;100.00;4;44.44;0;0.00;0;0;0;0;0;0;5
dani-gomez-1;Dani Gómez;325;8;88.89;0;0.00;3;33.33;3;33.33;0;0;0;1;0;0;4
dani-olmo;Dani Olmo;189;3;33.33;0;0.00;2;22.22;2;22.22;0;0;0;3;0;0;0
parejo;Dani Parejo;578;9;100.00;2;22.22;7;77.78;5;55.56;2;0;0;1;0;0;13
dani-raba;Dani Raba;139;4;44.44;0;0.00;2;22.22;2;22.22;0;0;0;0;0;0;2
dani-rodriguez;Dani Rodríguez;550;9;100.00;0;0.00;7;77.78;7;77.78;1;0;0;2;0;0;6
vivian;Dani Vivian;639;8;88.89;7;87.50;7;77.78;0;0.00;1;0;0;1;0;0;8
daniel-luna;Daniel Luna;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
daniel-requena;Daniel Requena;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
