ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
j-m-gimenez;José Giménez;0;7;28;18;10;436;351;47;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gragera;José Gragera;0;24;77;61;16;196;168;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
jose-angel-carmona;José Ángel Carmona;0;27;87;70;17;429;348;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
joao-urbaez;João Urbáez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juan-bernat;Juan Bernat;0;2;7;7;0;16;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
j-berrocal;Juan Berrocal;0;8;42;14;28;127;79;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juan-carlos-1;Juan Carlos Martín Corral;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juan-cruz;Juan Cruz;8;6;52;45;7;154;103;6;3;0.30;0.10;0.20;0.30;0.00;0.00;0.00
juan-cruz-1;Juan Cruz Álvaro Armada;0;2;9;8;1;65;51;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juan-herzog;Juan Herzog;0;2;22;7;15;242;209;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
iglesias;Juan Iglesias;0;26;94;74;20;192;87;16;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juan-musso;Juan Musso;0;0;1;0;1;23;17;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juan-soriano;Juan Soriano;0;1;4;4;0;165;42;36;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juanlu-1;Juanlu Sánchez;0;6;20;18;2;84;70;1;0;0.50;0.00;0.50;0.00;0.50;0.00;0.00
juanmi;Juan Miguel Jiménez López;0;6;28;23;5;34;25;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juan-latasa;Juanmi Latasa;0;1;91;39;52;75;44;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juanpe-rl;Juan Pedro Ramírez López;0;1;4;2;2;88;81;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
jude-bellingham;Jude Bellingham;0;14;46;38;8;326;286;10;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
julen-agirrezabala;Julen Agirrezabala;0;0;7;4;3;134;56;28;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
julen-lartitegi;Julen Lartitegi;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
kounde;Jules Koundé;0;17;67;53;14;514;439;19;3;0.25;0.00;0.25;0.00;0.25;0.00;0.00
julian-alvarez;Julián Álvarez;0;2;35;21;14;138;100;4;0;0.27;0.00;0.27;0.18;0.09;0.00;0.00
julian-chicco;Julián Chicco;0;6;18;16;2;46;36;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
juma-bah;Juma Bah;0;4;23;13;10;103;76;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
karl-hein;Karl Hein;0;0;3;2;1;278;151;51;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
kelechi-iheanacho;Kelechi Iheanacho;0;1;16;11;5;46;34;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
kenedy;Robert Kenedy Nunes do Nascimento;0;0;2;2;0;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
kike-g;Kike García;0;2;69;33;36;80;53;6;1;0.22;0.00;0.22;0.11;0.00;0.11;0.00
kike-1;Kike Pérez;2;18;74;63;11;217;172;12;1;0.17;0.00;0.17;0.17;0.00;0.00;0.00
kike-salas;Kike Salas;0;4;32;8;24;192;151;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
kiko-femenia;Kiko Femenía;0;18;56;50;6;456;395;22;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
kirian;Kirian Rodríguez;2;12;57;49;8;558;461;23;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
koke-5;Jorge Iglesias González;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
koke;Jorge Resurrección Merodio;2;14;50;40;10;454;363;22;0;0.50;0.00;0.50;0.00;0.50;0.00;0.00
kylian-mbappe-lottin;Kylian Mbappé;1;1;71;68;3;227;178;11;0;0.17;0.00;0.17;0.03;0.14;0.00;0.00
ladislav-krejci-ii;Ladislav Krejcí;0;2;19;9;10;282;243;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gonzalo-aguilar;Lalo Aguilar;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lamine-yamal;Lamine Yamal Nasraoui Ebana;1;16;122;121;1;315;248;8;5;0.25;0.13;0.13;0.25;0.00;0.00;0.00
cabrera;Leandro Cabrera;0;6;28;9;19;242;160;17;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
leo-1;Leo Román;0;0;0;0;0;95;31;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
logan-costa;Logan Evans Costa;0;4;21;7;14;300;244;17;0;0.50;0.00;0.50;0.00;0.00;0.50;0.00
loic-bade;Loïc Badé;0;12;56;31;25;425;333;28;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lucas-alcazar-moreno;Lucas Alcázar;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
l-ocampos;Lucas Ocampos;1;3;25;18;7;82;56;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lucas-rosa;Lucas Oliveira Rosa;0;21;69;62;7;271;210;9;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
torro;Lucas Torró;0;20;122;68;54;362;235;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lucas-v;Lucas Vázquez;0;4;29;24;5;168;149;4;0;1.00;0.00;1.00;1.00;0.00;0.00;0.00
lucien-agoume;Lucien Agoumé;0;12;70;47;23;336;268;11;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
l-milla;Luis Milla;28;16;96;67;29;306;216;17;1;0.14;0.00;0.14;0.00;0.14;0.00;0.00
l-perez;Luis Pérez;0;16;56;42;14;260;196;16;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
l-rioja;Luis Rioja;9;8;69;60;9;172;129;4;1;0.17;0.17;0.00;0.17;0.00;0.00;0.00
luiz-junior-1;Luiz Lúcio Reis Júnior;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
modric;Luka Modric;31;4;35;30;5;448;379;30;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
luka;Luka Romero;2;4;19;15;4;29;24;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
luka-sucic;Luka Sucic;0;7;38;29;9;207;174;4;2;0.14;0.14;0.00;0.14;0.00;0.00;0.00
m-sylla;Mamadou Sylla;0;0;17;6;11;34;19;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
manu-bueno;Manu Bueno;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
manu-fuster;Manu Fuster;7;1;20;19;1;95;79;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
manu-gonzalez;Manu González;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
morlanes;Manu Morlanes;1;5;35;20;15;191;161;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
m-sanchez;Manu Sánchez;2;9;47;38;9;175;108;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marash-kumbulla;Marash Kumbulla;0;10;66;37;29;352;286;22;0;1.00;0.00;1.00;0.00;0.00;1.00;0.00
bartra;Marc Bartra;0;2;12;5;7;102;75;10;1;1.00;0.00;1.00;0.00;0.00;1.00;0.00
marc-bernal;Marc Bernal;0;8;28;21;7;160;139;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marc;Marc Cardona;1;0;6;3;3;11;9;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marc-casado;Marc Casadó;0;14;44;36;8;380;335;14;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marc-domenech;Marc Domenech;0;0;17;7;10;20;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marc-roca;Marc Roca;1;14;62;50;12;425;361;17;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marc-vidal;Marc Vidal;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ter-stegen;Marc-André ter Stegen;0;0;4;2;2;172;134;21;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marco-de-las-sias;Marco de Las Sias;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marcos-alonso;Marcos Alonso;0;3;28;17;11;305;260;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
marcos-andre;Marcos André de Sousa Mendonça;0;0;38;22;16;39;25;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
m-llorente;Marcos Llorente;0;16;51;42;9;295;246;9;0;0.67;0.33;0.33;0.00;0.67;0.00;0.00
marcao;Marcos do Nascimento Teixeira;0;7;38;24;14;191;159;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mario-maroto;Mario Maroto;0;0;4;2;2;15;11;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mario-martin;Mario Martín;0;15;71;64;7;159;126;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dmitrovic;Marko Dmitrovic;0;0;2;1;1;82;19;16;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valjent;Martin Valjent;0;4;22;11;11;237;181;25;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
martin-tejon;Martín Tejón;0;2;15;12;3;25;20;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
zubimendi;Martín Zubimendi;0;21;76;50;26;522;428;24;1;0.17;0.00;0.17;0.17;0.00;0.00;0.00
marvin-1;Marvin Olawale Akinlabi Park;0;10;49;41;8;140;107;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mateo-flores;Mateo Flores;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mateo-mejia;Mateo Mejía;0;0;2;1;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mateu-morey;Mateu Morey;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
matija-nastasic;Matija Nastasic;0;3;19;11;8;119;93;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
matias-arbol;Matías Árbol;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
m-arambarri;Mauro Arambarri;1;8;69;39;30;133;76;6;0;0.40;0.20;0.20;0.00;0.20;0.20;0.20
maximiliano-caufriez;Maximiliano Caufriez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
miguel-3;Miguel Gutiérrez;0;17;66;59;7;335;290;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
miguel-2;Miguel de la Fuente;0;2;62;35;27;58;30;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
m-morro;Miguel Ángel Morro;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mika-marmol;Mika Mármol;0;12;31;24;7;332;273;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mikel-jauregizar;Mikel Jauregizar;7;18;60;52;8;161;128;10;1;0.33;0.00;0.33;0.00;0.33;0.00;0.00
oyarzabal;Mikel Oyarzabal;0;2;36;18;18;70;51;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
vesga;Mikel Vesga;0;5;30;25;5;147;103;12;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
moi-gomez;Moi Gómez;2;7;35;29;6;147;107;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
moussa-diarra-1;Moussa Diarra;0;10;41;29;12;97;76;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
munir;Munir El Haddadi;0;3;25;17;8;38;28;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nabil-aberdin;Nabil Aberdin;0;5;31;19;12;50;26;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fekir;Nabil Fekir;8;3;26;24;2;72;60;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nacho-vidal;Nacho Vidal;0;2;11;8;3;31;24;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
naci-unuvar;Naci Ünüvar;0;0;1;1;0;13;9;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nahuel-molina;Nahuel Molina;2;11;34;26;8;205;158;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nahuel-tenaglia;Nahuel Tenaglia;0;19;62;42;20;152;80;10;0;0.50;0.00;0.50;0.00;0.00;0.50;0.00
natan;Natan Bernardo de Souza;0;8;53;16;37;395;330;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nayef-aguerd;Nayef Aguerd;0;8;36;17;19;380;326;21;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gudelj;Nemanja Gudelj;0;11;41;19;22;291;247;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nicolas-serrano;Nico Serrano;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
williams-jr;Nicholas Williams Arthuer;5;8;65;59;6;121;91;2;0;0.11;0.00;0.11;0.00;0.11;0.00;0.00
nicolas-pepe;Nicolas Pépé;3;3;47;34;13;148;123;3;0;0.07;0.00;0.07;0.00;0.07;0.00;0.00
nobel-mendy;Nobel Mendy;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
oier-gastesi;Oier Gastesi;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
o-sancet-1;Oihan Sancet;0;3;46;43;3;204;164;9;3;0.50;0.13;0.38;0.13;0.38;0.00;0.00
oliver-mcburnie;Oliver McBurnie;0;5;102;45;57;158;114;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
omar-alderete;Omar Alderete;0;12;76;28;48;271;124;43;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
omar-1;Omar El Hilali;0;25;85;61;24;337;248;20;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
mascarell;Omar Mascarell;0;10;38;29;9;230;190;20;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
oriol-romeu;Oriol Romeu;0;12;34;30;4;196;170;6;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
orri-oskarsson;Orri Óskarsson;0;2;24;6;18;29;14;1;0;0.50;0.00;0.50;0.25;0.25;0.00;0.00
pablo-barrios-rivas;Pablo Barrios;0;9;48;37;11;240;195;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pablo-duran;Pablo Durán;0;3;19;13;6;42;32;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
p-fornals;Pablo Fornals;15;10;59;46;13;303;231;10;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pablo-ibanez;Pablo Ibáñez;1;7;51;30;21;94;61;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
maffeo;Pablo Maffeo;0;13;56;49;7;158;115;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pablo-marin;Pablo Marín;0;1;9;5;4;23;14;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pablo-torre;Pablo Torre;6;5;23;19;4;110;91;2;1;1.00;1.00;0.00;1.00;0.00;0.00;0.00
pape-alassane-gueye;Pape Gueye;0;12;43;36;7;244;179;21;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pathe-ciss;Pathé Ciss;0;6;42;30;12;157;123;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pau-cabanes-de-la-torre;Pau Cabanes De La Torre;0;0;1;1;0;10;9;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pau-cubarsi;Pau Cubarsí;0;5;45;18;27;648;582;21;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pau-lopez;Pau López;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pau-navarro;Pau Navarro;0;0;0;0;0;4;3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pau-victor;Pau Víctor;0;1;21;21;0;56;44;1;0;0.33;0.33;0.00;0.00;0.33;0.00;0.00
paulo-gazzaniga;Paulo Gazzaniga;0;1;2;2;0;268;194;29;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pedri;Pedro González López;3;15;60;58;2;410;332;20;5;0.33;0.00;0.33;0.33;0.00;0.00;0.00
pedro-diaz;Pedro Díaz;2;1;3;2;1;14;12;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pedro-ortiz;Pedro Ortiz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
peio-canales;Peio Canales;0;1;3;3;0;10;8;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pejino;Francisco Jesús Crespo;0;1;2;2;0;6;6;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pelayo-fernandez;Pelayo Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chavarria-1;Pep Chavarría;0;5;24;18;6;159;122;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pepelu;José Luis García Vayá;36;15;72;51;21;480;361;34;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
peque-1;Gerard Fernández Castellano;3;5;63;49;14;121;102;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pere-milla;Pere Milla;0;3;23;22;1;46;27;2;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
peter;Peter Federico González Carmona;0;2;18;11;7;27;16;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pol-lozano;Pol Lozano;5;13;44;37;7;166;122;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
portu;Cristian Portugués Manzanera;6;3;13;11;2;47;41;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rafa-mir;Rafa Mir;0;6;28;19;9;41;25;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rafael-bauza;Rafael Bauza;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
r-terrats;Ramon Terrats;0;3;14;11;3;43;28;6;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nteka;Randy Nteka;0;4;50;20;30;64;45;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raphinha;Raphael Dias Belloli;42;12;60;58;2;330;243;16;4;0.23;0.00;0.23;0.23;0.00;0.00;0.00
r-albiol;Raúl Albiol;0;2;24;7;17;277;235;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-chasco;Raúl Chasco;0;1;6;6;0;23;15;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-4;Raúl García;0;2;36;27;9;42;28;0;0;0.20;0.20;0.00;0.00;0.20;0.00;0.00
raul-jimenez-1;Raúl Jiménez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-martinez-1;Raúl Martínez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
raul-moro;Raúl Moro;16;8;67;60;7;169;114;11;0;0.25;0.13;0.13;0.00;0.25;0.00;0.00
r-d-t;Raúl de Tomás;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
reinildo;Reinildo Isnard Mandava;0;9;36;29;7;263;208;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
tapia-1;Renato Tapia;0;13;44;35;9;154;98;12;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ricardo-rodriguez-1;Ricardo Rodríguez;0;9;26;20;6;165;133;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
robert-lewandowski;Robert Lewandowski;0;4;59;43;16;162;113;6;0;0.34;0.00;0.34;0.07;0.24;0.03;0.00
