ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
a-rodriguez-1;Adrián Rodríguez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
malcom-adu-ares;Malcom Abdulai Ares Djaló;0;0;4;4;0;8;5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aihen;Aihen Muñoz;0;11;71;44;27;233;174;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aimar-1;Aimar Oroz;2;23;230;199;31;685;546;29;7;0.11;0.00;0.11;0.05;0.05;0.00;0.00
aingeru-olabarrieta;Aingeru Olabarrieta;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aitor-fdez;Aitor Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aitor-fraga;Aitor Fraga;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aitor-gismera;Aitor Gismera;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
paredes-2;Aitor Paredes;0;9;81;36;45;677;518;53;0;0.60;0.00;0.60;0.20;0.00;0.40;0.00
aitor-r;Aitor Ruibal;2;12;70;55;15;225;184;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
akor-adams;Akor Adams;0;0;2;0;2;3;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alassane-diatta;Alassane Diatta;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
albert-mboyo-sambi-lokonga;Albert Sambi Lokonga;0;18;100;66;34;712;610;31;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-collado;Alberto Collado;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-flores;Alberto Flores;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-mari;Alberto Marí;0;0;1;1;0;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-moleiro;Alberto Moleiro;1;21;244;222;22;666;547;11;8;0.10;0.00;0.10;0.05;0.03;0.03;0.00
alberto-risco;Alberto Risco;0;4;26;22;4;29;22;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-balde;Alejandro Balde;0;12;179;159;20;944;837;17;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
catena;Alejandro Catena;0;33;155;86;69;990;712;91;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-frances;Alejandro Francés;0;22;71;60;11;446;359;22;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejandro-iturbe;Alejandro Iturbe;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejandro-jay;Alejandro Jay;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-padilla;Alejandro Padilla;0;0;2;1;1;105;23;29;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejo-veliz;Alejo Véliz;0;1;145;57;88;156;98;4;0;0.07;0.00;0.07;0.00;0.07;0.00;0.00
aleksandar-andreev;Aleksandar Andreev;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sedlar;Aleksandar Sedlar;0;15;40;29;11;155;111;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-almansa;Alex Almansa;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
berenguer;Alex Berenguer;64;19;180;127;53;484;366;13;3;0.16;0.00;0.16;0.10;0.03;0.03;0.00
alex-kral;Alex Král;0;46;218;168;50;651;460;27;6;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-marchal;Alex Marchal;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alexander-sorloth;Alexander Sørloth;0;5;164;70;94;224;139;3;1;0.32;0.00;0.32;0.14;0.11;0.07;0.00
alfonso-1;Alfon González;0;3;68;61;7;124;92;0;0;0.07;0.00;0.07;0.00;0.07;0.00;0.00
a-espino;Alfonso Espino;0;22;73;62;11;138;87;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-pedraza;Alfonso Pedraza;0;0;0;0;0;1;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ali-fadal;Ali Fadal;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
nyom;Allan Nyom;0;11;61;43;18;192;146;8;0;0.17;0.00;0.17;0.00;0.17;0.00;0.00
alvaro-abajas;Alvin Abajas;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
amath;Amath Ndiaye;0;1;32;27;5;77;56;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ander-astralaga;Ander Astralaga;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
barrenetxea;Ander Barrenetxea;0;17;131;117;14;314;220;24;1;0.07;0.00;0.07;0.07;0.00;0.00;0.00
guevara;Ander Guevara;0;37;174;124;50;717;521;40;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ander;Ander Herrera;0;8;30;25;5;198;174;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gorosabel;Andoni Gorosabel;0;22;75;55;20;354;301;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andreas-christensen;Andreas Christensen;0;0;2;1;1;16;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andrei;Andrei Ratiu;0;48;236;201;35;854;696;23;2;0.08;0.08;0.00;0.00;0.08;0.00;0.00
lunin;Andrii Lunin;0;0;2;1;1;94;60;15;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andre-almeida-1;Domingos André Ribeiro Almeida;19;31;143;126;17;526;449;15;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andres-cuenca;Andrés Cuenca;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andy-pelmard;Andy Pelmard;0;5;14;12;2;98;82;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ansu-fati;Ansu Fati;0;1;15;10;5;62;53;0;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antal-yaakobishvili;Antal Yaakobishvili;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
budimir;Ante Budimir;0;13;313;109;204;279;156;1;1;0.28;0.00;0.28;0.19;0.00;0.09;0.00
griezmann;Antoine Griezmann;64;25;141;108;33;928;691;50;8;0.28;0.07;0.21;0.24;0.03;0.00;0.03
antonio-blanco;Antonio Blanco;0;42;209;166;43;746;546;56;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-candela;Antonio Candela;0;3;14;10;4;90;64;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-raillo;Antonio Raíllo;0;22;211;71;140;1166;977;57;1;0.06;0.00;0.06;0.00;0.00;0.00;0.00
antonio-rudiger;Antonio Rüdiger;0;14;95;47;48;1491;1277;98;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sivera;Antonio Sivera;0;1;13;7;6;588;132;196;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sanchez;Antonio Sánchez;3;19;73;63;10;318;222;21;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antoniu-roca;Antoniu Roca;0;10;81;67;14;100;71;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antony;Antony Matheus dos Santos;2;6;40;32;8;164;127;4;2;0.25;0.00;0.25;0.25;0.00;0.00;0.00
a-tuhami;Anuar Tuhami;1;20;136;99;37;282;227;4;1;0.33;0.00;0.33;0.00;0.33;0.00;0.00
arda-guler;Arda Güler;10;16;91;78;13;350;293;18;3;0.08;0.00;0.08;0.08;0.00;0.00;0.00
aridane-1;Aridane Hernández;0;2;17;6;11;88;68;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arambarri-1;Aritz Arambarri;0;1;15;1;14;67;48;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aritz;Aritz Elustondo;0;12;72;47;25;416;333;21;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arkaitz-mariezkurrena;Arkaitz Mariezkurrena;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-1;Arnau Martínez;1;28;152;112;40;1091;934;29;3;0.17;0.00;0.17;0.00;0.00;0.17;0.00
arnau-rafus;Arnau Rafús;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-sola;Arnau Solà;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnaut-danjuma;Arnaut Danjuma;17;9;77;74;3;251;195;12;0;0.17;0.00;0.17;0.06;0.11;0.00;0.00
arsen-zakharyan;Arsen Zakharyan;1;1;3;3;0;32;25;2;2;0.25;0.25;0.00;0.00;0.25;0.00;0.00
arthur;Arthur Henrique Ramos de Oliveira Melo;0;2;7;7;0;61;51;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
asier-osambela;Asier Osambela;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
villalibre;Asier Villalibre;0;0;40;19;21;56;34;3;0;0.17;0.00;0.17;0.17;0.00;0.00;0.00
assane-diao;Assane Diao;0;5;45;31;14;60;44;1;0;0.17;0.00;0.17;0.00;0.17;0.00;0.00
augusto-batalla;Augusto Batalla;0;3;16;12;4;645;282;123;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aurelien-tchouameni;Aurélien Tchouaméni;0;29;133;78;55;1381;1242;46;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
axel-witsel;Axel Witsel;0;13;60;23;37;490;419;23;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ayoze-perez;Ayoze Pérez;0;18;145;122;23;199;155;3;3;0.35;0.03;0.32;0.03;0.23;0.10;0.00
b-ramirez;Benito Ramírez;2;10;51;39;12;207;170;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bertug-yildirim;Bertug Yildirim;0;6;184;70;114;144;76;3;0;0.07;0.00;0.07;0.00;0.00;0.07;0.00
benat-prados;Beñat Prados;0;25;130;101;29;519;419;9;3;0.11;0.00;0.11;0.00;0.00;0.11;0.00
benat-turrientes;Beñat Turrientes;10;12;76;57;19;246;213;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bojan-miovski;Bojan Miovski;0;6;59;36;23;78;62;1;0;0.33;0.00;0.33;0.33;0.00;0.00;0.00
b-iglesias;Borja Iglesias;0;7;135;106;29;311;222;12;5;0.25;0.00;0.25;0.10;0.10;0.05;0.00
b-mayoral;Borja Mayoral;0;1;62;30;32;96;67;5;0;0.44;0.00;0.44;0.00;0.44;0.00;0.00
borna-barisic;Borna Barisic;0;0;0;0;0;2;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
brahim;Brahim Díaz;0;18;113;100;13;432;376;5;6;0.27;0.00;0.27;0.27;0.00;0.00;0.00
brais-mendez;Brais Méndez;23;18;192;155;37;613;489;20;2;0.15;0.00;0.15;0.10;0.05;0.00;0.00
b-olivan;Brian Oliván;9;13;57;44;13;329;225;23;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bryan;Bryan Gil;14;32;227;222;5;616;542;10;0;0.13;0.00;0.13;0.09;0.00;0.04;0.00
bryan-zaragoza;Bryan Zaragoza;15;11;155;146;9;268;166;18;3;0.05;0.00;0.05;0.00;0.05;0.00;0.00
carl-starfelt;Carl Starfelt;0;30;150;58;92;1259;1133;39;1;0.33;0.00;0.33;0.00;0.00;0.33;0.00
alena;Carles Aleñá;4;9;82;59;23;199;147;7;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
c-perez;Carles Pérez;7;29;187;152;35;250;173;6;1;0.12;0.00;0.12;0.12;0.00;0.00;0.00
carlos-benavidez;Carlos Benavídez;0;7;39;29;10;151;97;14;1;0.33;0.33;0.00;0.33;0.00;0.00;0.00
c-dominguez;Carlos Domínguez;0;16;62;35;27;623;516;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-guirao;Carlos Guirao;0;5;17;14;3;45;35;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-lumbreras;Carlos Lumbreras;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-martin;Carlos Martín;0;26;141;123;18;223;152;2;2;0.18;0.00;0.18;0.00;0.09;0.00;0.00
carlos-romero;Carlos Romero;11;41;135;114;21;410;284;14;1;0.20;0.00;0.20;0.20;0.00;0.00;0.00
carlos-vicente;Carlos Vicente;58;24;249;191;58;499;351;15;3;0.18;0.06;0.12;0.06;0.12;0.00;0.00
catala;José Luis Català Vázquez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cenk-ozkacar;Cenk Özkacar;0;3;17;7;10;98;77;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chema-andres;José María Andres Baixauli;0;0;3;1;2;1;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chidera-ejuke;Chidera Ejuke;20;9;112;105;7;293;236;10;2;0.08;0.00;0.08;0.00;0.08;0.00;0.00
chimy-avila;Chimy Ávila;0;7;68;53;15;180;127;11;0;0.13;0.06;0.06;0.06;0.06;0.00;0.00
chiquinho-1;Francisco Jorge Tavares Oliveira;4;1;47;41;6;23;18;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
christantus-uche;Christantus Uche;0;19;394;225;169;384;257;5;1;0.10;0.00;0.10;0.00;0.07;0.03;0.00
ivan-cantalejo;Iván Cantalejo;3;4;28;21;7;45;31;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lenglet;Clément Lenglet;0;12;101;44;57;805;647;54;0;0.25;0.00;0.25;0.25;0.00;0.00;0.00
coba-da-costa;Coba da Costa;1;16;93;71;22;123;77;2;1;0.13;0.00;0.13;0.00;0.00;0.13;0.00
conor-gallagher;Conor Gallagher;1;29;149;127;22;509;431;8;1;0.20;0.10;0.10;0.00;0.20;0.00;0.00
copete;José Manuel Arias Copete;0;10;62;36;26;418;322;27;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cristhian-mosquera;Cristhian Mosquera;0;32;137;77;60;1253;1094;55;0;0.25;0.00;0.25;0.25;0.00;0.00;0.00
stuani;Cristhian Stuani;0;4;44;26;18;69;49;0;0;0.25;0.00;0.25;0.00;0.25;0.00;0.00
cucho;Cucho Hernández;0;1;35;15;20;46;28;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cyle-larin;Cyle Larin;0;7;208;107;101;212;141;3;0;0.23;0.00;0.23;0.09;0.14;0.00;0.00
bakambu;Cédric Bakambu;0;3;68;37;31;79;51;0;1;0.06;0.00;0.06;0.00;0.00;0.06;0.00
cesar-azpilicueta;César Azpilicueta;0;14;49;31;18;399;341;13;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-gonzalez;César Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-tarrega;César Tárrega;0;29;181;89;92;998;761;57;0;0.22;0.00;0.22;0.00;0.11;0.11;0.00
c-de-la-hoz;César de la Hoz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daley-blind;Daley Blind;1;30;109;83;26;1518;1284;89;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daley-sinkgraven;Daley Sinkgraven;0;5;14;13;1;57;44;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
damian-rodriguez;Damián Rodríguez;22;10;44;41;3;517;449;19;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carvajal;Dani Carvajal;0;12;47;35;12;402;342;12;0;0.50;0.00;0.50;0.00;0.50;0.00;0.00
d-ceballos;Dani Ceballos;6;34;95;92;3;928;851;33;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cardenas;Dani Cárdenas;0;0;1;0;1;124;36;23;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dani-gomez-1;Dani Gómez;0;3;63;32;31;81;60;0;0;0.15;0.08;0.08;0.00;0.15;0.00;0.00
dani-olmo;Dani Olmo;1;14;105;95;10;361;268;17;8;0.29;0.05;0.24;0.10;0.19;0.00;0.00
parejo;Dani Parejo;11;35;126;102;24;1058;872;72;1;0.43;0.00;0.43;0.14;0.29;0.00;0.00
dani-raba;Dani Raba;26;21;176;165;11;309;214;12;7;0.25;0.00;0.25;0.25;0.00;0.00;0.00
daniel-requena;Dani Requena;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dani-rodriguez;Dani Rodríguez;44;32;195;154;41;429;313;17;6;0.25;0.00;0.25;0.06;0.13;0.06;0.00
vivian;Dani Vivian;0;32;148;95;53;1220;978;79;1;0.25;0.00;0.25;0.00;0.25;0.00;0.00
daniel-luna;Daniel Luna;1;0;3;3;0;9;7;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daniel-yanez;Daniel Yáñez;0;0;1;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daouda-doumbia;Daouda Doumbia;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
darko;Darko Brasanac;0;23;124;73;51;377;282;9;1;0.14;0.00;0.14;0.00;0.14;0.00;0.00
d-machis;Darwin Machís;15;4;26;22;4;124;81;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dario-benavides;Darío Benavides;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-alaba;David Alaba;0;0;0;0;0;82;73;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-2;David Argüelles;0;0;0;0;0;5;3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-jimenez-1;David Jiménez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-lopez;David López;0;24;117;65;52;1607;1403;70;0;0.13;0.00;0.13;0.13;0.00;0.00;0.00
david-lopez-4;David López;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-otorbi;David Otorbi;0;0;0;0;0;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-soria;David Soria;0;4;11;5;6;615;97;205;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-torres-1;David Torres;0;13;73;36;37;638;502;30;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dawda-camara;Dawda Camara;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
denis-suarez;Denis Suárez;7;5;33;27;6;125;95;5;0;0.17;0.00;0.17;0.00;0.17;0.00;0.00
diego-aguado;Diego Aguado;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-conde;Diego Conde;0;2;6;4;2;469;275;79;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-garcia-2;Diego García;0;0;102;37;65;98;62;4;0;0.10;0.00;0.10;0.00;0.10;0.00;0.00
diego-hormigo;Diego Hormigo;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
llorente-r;Diego Llorente;0;30;193;81;112;1342;1078;77;0;0.20;0.00;0.20;0.00;0.00;0.20;0.00
diego-lopez-noguerol;Diego López;0;20;199;143;56;522;372;16;3;0.16;0.00;0.16;0.00;0.11;0.05;0.00
diego-mendez;Diego Méndez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
rico;Diego Rico;11;61;209;171;38;692;432;35;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
foulquier;Dimitri Foulquier;0;32;130;111;19;623;475;21;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dinko-horkas;Dinko Horkas;0;0;1;1;0;87;61;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
djene;Djené Dakonam;0;11;162;96;66;606;426;41;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
djibril-sow;Djibril Sow;2;10;118;80;38;657;566;14;0;0.13;0.00;0.13;0.00;0.13;0.00;0.00
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dodi-lukebakio;Dodi Lukébakio;46;17;279;257;22;627;497;18;5;0.19;0.02;0.17;0.15;0.04;0.00;0.00
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;11;55;29;26;323;224;30;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dominik-greif;Dominik Greif;0;0;12;2;10;609;259;152;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
donny-van-de-beek;Donny van de Beek;0;27;108;91;17;383;317;9;2;0.29;0.14;0.14;0.14;0.14;0.00;0.00
duk;Luís Henriques de Barros Lopes;0;4;16;16;0;16;10;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dario-essugo;Dário Cassia Luís Essugo;0;37;155;119;36;619;506;30;4;0.11;0.11;0.00;0.00;0.11;0.00;0.00
edu-exposito;Edu Expósito;6;5;33;27;6;54;31;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eduardo-camavinga;Eduardo Camavinga;0;25;95;76;19;463;397;16;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
egoitz-arana;Egoitz Arana;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
egoitz-munoz;Egoitz Muñoz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
elias-romero;Elías Romero;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
endika-bujan;Endika Bujan;0;0;3;3;0;4;4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
endrick;Endrick Felipe Moreira de Sousa;0;0;24;18;6;34;27;1;0;0.13;0.00;0.13;0.00;0.13;0.00;0.00
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
franquesa;Enric Franquesa;0;17;63;53;10;163;112;7;0;0.33;0.00;0.33;0.33;0.00;0.00;0.00
enric-garcia;Enric García;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
enzo-barrenechea;Enzo Barrenechea;0;33;131;96;35;709;568;40;1;0.14;0.00;0.14;0.14;0.00;0.00;0.00
boyomo;Enzo Boyomo;0;50;163;109;54;1065;880;48;2;0.29;0.00;0.29;0.00;0.29;0.00;0.00
loiodice;Enzo Loiodice;5;11;60;49;11;308;254;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eray-ervin-cumart;Eray Cömert;0;15;77;45;32;518;402;41;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eric-bailly;Eric Bailly;0;11;41;23;18;297;247;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eric-garcia;Eric García;0;19;80;42;38;654;586;19;1;0.14;0.00;0.14;0.00;0.00;0.14;0.00
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;2;1;1;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
etta-eyong;Karl Edouard Blaise Etta Eyong;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fabio;Fabio González;0;0;3;2;1;52;40;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
facundo-garces;Facundo Garcés;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valverde-1;Federico Valverde;3;32;111;79;32;1505;1264;98;2;0.20;0.20;0.00;0.00;0.20;0.00;0.04
f-mendy;Ferland Mendy;0;16;45;39;6;568;518;17;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fermin-lopez;Fermín López;6;9;94;73;21;280;229;10;2;0.23;0.00;0.23;0.00;0.15;0.08;0.00
calero;Fernando Calero;0;7;29;15;14;160;117;17;0;0.50;0.00;0.50;0.00;0.00;0.50;0.00
fernando-lopez;Fernando López;0;4;32;31;1;71;60;2;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ferran;Ferran Torres;6;5;43;36;7;194;145;3;1;0.26;0.00;0.26;0.05;0.21;0.00;0.00
ferran-ruiz;Ferrán Ruiz Martí;0;0;1;0;1;6;3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
florian-grillitsch;Florian Grillitsch;0;0;11;11;0;34;23;4;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lejeune;Florian Lejeune;0;28;187;93;94;1312;970;115;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fran-beltran;Fran Beltrán;0;29;133;99;34;930;780;48;3;0.22;0.22;0.00;0.00;0.22;0.00;0.00
fran-garcia-1;Fran García;0;20;83;68;15;719;629;19;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
francisco-gonzalez;Francisco Javier González Pérez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
francisco-martinez-1;Fran Pérez;1;4;35;31;4;110;90;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
f-vieites;Francisco Barbosa Vieites;0;0;3;1;2;103;42;18;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
franco-cervi;Franco Cervi;2;8;27;19;8;107;68;3;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
f-de-jong;Frenkie de Jong;0;6;48;39;9;477;439;11;3;0.67;0.00;0.67;0.33;0.33;0.00;0.00
fabio-silva;Fábio Daniel Soares Silva;0;7;188;119;69;298;189;7;2;0.20;0.00;0.20;0.03;0.14;0.03;0.00
gabriel-misehouy;Gabriel Misehouy;3;1;28;25;3;87;80;0;0;0.25;0.00;0.25;0.00;0.25;0.00;0.00
garcia-pascual;Álvaro Miguel García Pascual;0;1;10;5;5;13;9;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gavi;Pablo Páez Gavira;0;11;72;54;18;226;186;6;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gumbau;Gerard Gumbau;17;14;69;44;25;209;148;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
