ID;Jugador;T;DAP;ASI;RE;RF;G;GDDA;GFDA;GCPI;GCPD;GDP;CG;GBP;GPP
cesar-gonzalez;Cesar Fernandez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
cesar-tarrega;Cesar Tarrega;9;5;0;5;1;2;2;0;000;011;0;011;0;1
c-de-la-hoz;Cesar de la Hoz;0;0;0;0;0;0;0;0;000;000;0;000;0;0
daley-blind;Daley Blind;2;2;1;8;4;0;0;0;000;000;0;000;0;0
daley-sinkgraven;Daley Sinkgraven;0;0;0;1;0;0;0;0;000;000;0;000;0;0
damian-rodriguez;Damian Rodriguez;0;0;0;0;1;0;0;0;000;000;0;000;0;0
carvajal;Dani Carvajal;2;1;0;2;3;1;1;0;000;050;0;000;0;0
d-ceballos;Dani Ceballos;4;3;0;7;2;0;0;0;000;000;0;000;0;0
cardenas;Dani Cardenas;0;0;0;0;0;0;0;0;000;000;0;000;0;0
dani-gomez-1;Dani Gomez;13;6;0;3;7;2;1;1;000;015;0;000;0;0
dani-olmo;Dani Olmo;21;9;0;20;11;6;5;1;010;019;0;000;0;0
parejo;Dani Parejo;7;4;1;6;1;3;3;0;014;029;1;000;0;0
dani-raba;Dani Raba;12;8;4;25;24;3;3;0;025;000;3;000;0;0
daniel-requena;Dani Requena;0;0;0;0;0;0;0;0;000;000;0;000;0;0
dani-rodriguez;Dani Rodriguez;16;9;5;15;9;4;4;0;006;013;0;006;0;0
vivian;Dani Vivian;12;4;0;9;4;3;3;0;000;025;0;000;0;0
daniel-luna;Daniel Luna;0;0;0;1;1;0;0;0;000;000;0;000;0;0
daniel-yanez;Daniel Yanez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
daouda-doumbia;Daouda Doumbia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
darko;Darko Brasanac;7;3;2;1;5;1;1;0;000;014;0;000;0;0
d-machis;Darwin Machis;6;1;0;1;5;0;0;0;000;000;0;000;0;0
dario-benavides;Dario Benavides;0;0;0;0;0;0;0;0;000;000;0;000;0;0
david-alaba;David Alaba;0;0;0;0;0;0;0;0;000;000;0;000;0;0
david-2;David Arguelles;0;0;0;0;0;0;0;0;000;000;0;000;0;0
david-jimenez-1;David Jimenez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
david-lopez;David Lopez;8;3;0;6;2;1;1;0;013;000;0;000;0;0
david-lopez-4;David Lopez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;000;000;0;000;0;0
david-soria;David Soria;0;0;0;0;0;0;0;0;000;000;0;000;0;0
david-torres-1;David Torres;1;1;0;1;1;0;0;0;000;000;0;000;0;1
dawda-camara;Dawda Camara;0;0;0;0;0;0;0;0;000;000;0;000;0;0
denis-suarez;Denis Suarez;6;3;1;7;4;1;1;0;000;017;0;000;0;0
diego-aguado;Diego Aguado;0;0;0;0;0;0;0;0;000;000;0;000;0;0
diego-conde;Diego Conde;0;0;1;0;0;0;0;0;000;000;0;000;0;0
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;000;000;0;000;0;0
diego-garcia-2;Diego Garcia;10;4;0;2;4;1;1;0;000;010;0;000;0;0
diego-hormigo;Diego Hormigo;0;0;0;0;0;0;0;0;000;000;0;000;0;0
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;000;000;0;000;0;0
llorente-r;Diego Llorente;5;3;0;6;1;1;1;0;000;000;0;020;0;1
diego-lopez-noguerol;Diego Lopez;19;8;4;16;35;3;3;0;000;011;0;005;0;0
diego-mendez;Diego Mendez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
rico;Diego Rico;7;3;2;5;4;0;0;0;000;000;0;000;0;0
foulquier;Dimitri Foulquier;7;2;0;5;14;0;0;0;000;000;0;000;0;0
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;000;000;0;000;0;0
dinko-horkas;Dinko Horkas;0;0;0;0;0;0;0;0;000;000;0;000;0;0
djene;Djene Dakonam;5;0;0;6;6;0;0;0;000;000;0;000;0;0
djibril-sow;Djibril Sow;8;5;1;5;8;1;1;0;000;013;0;000;0;0
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;000;000;0;000;0;0
dodi-lukebakio;Dodi Lukebakio;54;30;1;71;61;10;9;1;015;004;1;000;0;0
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;1;0;0;0;0;0;0;0;000;000;0;000;0;0
dominik-greif;Dominik Greif;0;0;0;2;0;0;0;0;000;000;0;000;0;0
donny-van-de-beek;Donny van de Beek;7;4;2;6;6;2;1;1;014;014;0;000;0;0
duk;Luis Henriques de Barros Lopes;1;1;0;3;3;0;0;0;000;000;0;000;0;0
dario-essugo;Dario Cassia Luis Essugo;9;3;0;10;3;1;0;1;000;011;0;000;0;0
edu-exposito;Edu Exposito;2;0;0;2;3;0;0;0;000;000;0;000;0;0
eduardo-camavinga;Eduardo Camavinga;2;0;2;5;4;0;0;0;000;000;0;000;0;0
egoitz-arana;Egoitz Arana;0;0;0;0;0;0;0;0;000;000;0;000;0;0
egoitz-munoz;Egoitz Munoz;0;0;0;0;0;0;0;0;000;000;0;000;0;0
elias-romero;Elias Romero;0;0;0;0;0;0;0;0;000;000;0;000;0;0
endika-bujan;Endika Bujan;0;0;0;1;1;0;0;0;000;000;0;000;0;0
endrick;Endrick Felipe Moreira de Sousa;8;4;0;2;3;1;1;0;000;013;0;000;0;0
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;000;000;0;000;0;0
franquesa;Enric Franquesa;3;1;0;9;7;1;1;0;033;000;0;000;0;0
enric-garcia;Enric Garcia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
enzo-barrenechea;Enzo Barrenechea;7;2;1;5;7;1;1;0;014;000;0;000;0;0
boyomo;Enzo Boyomo;7;3;0;7;3;2;2;0;000;029;0;000;0;0
loiodice;Enzo Loiodice;4;2;0;3;4;0;0;0;000;000;0;000;0;0
eray-ervin-cumart;Eray Comert;6;0;0;3;0;0;0;0;000;000;0;000;0;0
eric-bailly;Eric Bailly;2;0;0;3;0;0;0;0;000;000;0;000;0;0
eric-garcia;Eric Garcia;7;5;1;2;2;1;1;0;000;000;0;014;0;0
etienne-etoo-pineda;Etienne Etoo Pineda;0;0;0;0;1;0;0;0;000;000;0;000;0;0
etta-eyong;Karl Edouard Blaise Etta Eyong;0;0;0;0;0;0;0;0;000;000;0;000;0;0
fabio;Fabio Gonzalez;2;0;0;0;0;0;0;0;000;000;0;000;0;0
facundo-garces;Facundo Garces;0;0;0;0;0;0;0;0;000;000;0;000;0;0
valverde-1;Federico Valverde;25;14;3;12;7;5;0;5;000;020;0;000;1;0
f-mendy;Ferland Mendy;0;0;0;2;3;0;0;0;000;000;0;000;0;0
fermin-lopez;Fermin Lopez;13;7;2;11;14;3;3;0;000;015;0;008;0;0
calero;Fernando Calero;2;1;0;0;0;1;1;0;000;000;0;050;0;0
fernando-lopez;Fernando Lopez;2;1;0;5;5;0;0;0;000;000;0;000;0;0
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ferran;Ferran Torres;19;13;2;9;4;5;5;0;005;021;0;000;0;0
ferran-ruiz;Ferran Ruiz Marti;0;0;0;0;0;0;0;0;000;000;0;000;0;0
florian-grillitsch;Florian Grillitsch;1;1;0;3;2;0;0;0;000;000;0;000;0;0
lejeune;Florian Lejeune;26;9;2;3;1;0;0;0;000;000;0;000;0;0
fran-beltran;Fran Beltran;9;2;0;6;5;2;0;2;000;022;0;000;0;0
fran-garcia-1;Fran Garcia;5;2;1;4;7;0;0;0;000;000;0;000;0;0
francisco-gonzalez;Francisco Javier Gonzalez Perez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
francisco-martinez-1;Fran Perez;4;1;0;5;4;0;0;0;000;000;0;000;0;0
f-vieites;Francisco Barbosa Vieites;1;1;0;0;0;0;0;0;000;000;0;000;0;0
franco-cervi;Franco Cervi;0;0;0;1;0;0;0;0;000;000;0;000;0;0
f-de-jong;Frenkie de Jong;3;3;1;3;2;2;2;0;033;033;0;000;0;0
fabio-silva;Fabio Daniel Soares Silva;35;19;2;15;20;7;7;0;003;014;1;003;0;0
gabriel-misehouy;Gabriel Misehouy;4;2;0;7;4;1;1;0;000;025;0;000;0;0
garcia-pascual;Alvaro Miguel Garcia Pascual;0;0;0;0;1;0;0;0;000;000;0;000;0;0
gavi;Pablo Paez Gavira;1;0;1;2;3;0;0;0;000;000;0;000;0;0
gumbau;Gerard Gumbau;7;4;1;2;2;0;0;0;000;000;0;000;0;0
gerard-2;Gerard Martin;0;0;1;0;2;0;0;0;000;000;0;000;0;0
gerard;Gerard Moreno;21;12;1;10;9;3;3;0;014;000;3;000;0;0
german-garcia;German Garcia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
german-valera;German Valera;2;2;0;3;3;0;0;0;000;000;0;000;0;0
geronimo-spina;Geronimo Spina;0;0;0;0;0;0;0;0;000;000;0;000;0;0
giorgi-mamardashvili;Giorgi Mamardashvili;0;0;0;0;0;0;0;0;000;000;0;000;0;0
lo-celso;Giovani Lo Celso;25;14;1;14;20;7;4;3;028;000;2;000;1;0
giuliano-simeone;Giuliano Simeone;10;5;4;12;18;1;1;0;000;010;0;000;0;0
gonzalo-garcia-1;Gonzalo Garcia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
gonzalo-montiel;Gonzalo Montiel;0;0;0;0;0;0;0;0;000;000;0;000;0;0
guruzeta;Gorka Guruzeta;32;15;2;6;5;6;6;0;000;013;0;006;0;0
gorka-rivera;Gorka Rivera;0;0;0;0;1;0;0;0;000;000;0;000;0;0
gregoire-swiderski;Gregoire Swiderski;0;0;0;0;0;0;0;0;000;000;0;000;0;0
guilherme-fernandes;Guilherme Sousa Carvalho Fernandes;0;0;0;0;0;0;0;0;000;000;0;000;0;0
guille-fernandez;Guille Fernandez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;000;000;0;000;0;0
guillermo-ruiz;Guillermo Ruiz;0;0;0;0;0;0;0;0;000;000;0;000;0;0
hamari-traore;Hamari Traore;0;0;1;2;1;0;0;0;000;000;0;000;0;0
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;000;000;0;000;0;0
hugo-duro;Hugo Duro;28;12;2;7;12;7;7;0;018;004;0;004;0;1
hugo-g;Hugo Guillamon;1;1;0;1;1;0;0;0;000;000;0;000;0;0
hugo-novoa;Hugo Novoa;1;0;0;3;6;0;0;0;000;000;0;000;0;0
hugo-sotelo;Hugo Sotelo;2;0;0;6;6;0;0;0;000;000;0;000;0;0
hugo-alvarez-1;Hugo Alvarez;14;8;2;28;36;4;4;0;007;021;0;000;0;0
hector-bellerin;Hector Bellerin;1;1;1;6;2;0;0;0;000;000;0;000;0;0
hector-fort;Hector Fort;1;0;0;2;2;0;0;0;000;000;0;000;0;0
iago-aspas;Iago Aspas;34;19;3;10;8;8;7;1;024;000;4;000;0;0
zubeldia;Igor Zubeldia;7;4;0;1;0;0;0;0;000;000;0;000;0;0
iker-almena;Iker Almena;1;0;1;2;1;0;0;0;000;000;0;000;0;0
iker-bachiller;Iker Bachiller;0;0;0;0;0;0;0;0;000;000;0;000;0;0
iker-benito;Iker Benito;0;0;0;0;1;0;0;0;000;000;0;000;0;0
iker-cordoba;Iker Cordoba;0;0;0;0;0;0;0;0;000;000;0;000;0;0
losada;Iker Losada;4;1;0;3;6;0;0;0;000;000;0;000;0;0
iker-munoz;Iker Munoz;3;0;0;2;1;0;0;0;000;000;0;000;0;0
iker-alvarez;Iker Alvarez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ilaix;Moriba Kourouma Kourouma;12;4;1;9;10;0;0;0;000;000;0;000;0;0
ilias-akhomach;Ilias Akhomach;14;6;0;19;17;1;1;0;007;000;0;000;0;0
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;000;000;0;000;0;0
irvin-cardona;Irvin Cardona;9;3;1;3;8;1;0;1;000;011;0;000;0;0
isaac-romero;Isaac Romero;32;15;2;17;27;3;2;1;006;000;0;003;0;0
isco;Francisco Roman Alarcon Suarez;7;6;1;14;12;4;4;0;000;057;2;000;0;0
isi-2;Isi Palazon;25;10;3;19;25;3;2;1;012;000;0;000;0;0
ismael-bekhoucha;Ismael Bekhoucha;0;0;0;0;0;0;0;0;000;000;0;000;0;0
israel-dominguez;Israel Dominguez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
israel-mora;Israel Mora;0;0;0;0;0;0;0;0;000;000;0;000;0;0
balliu;Ivan Balliu;0;0;0;2;1;0;0;0;000;000;0;000;0;0
cuellar;Ivan Cuellar;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ivan-gil;Ivan Gil;0;0;0;0;0;0;0;0;000;000;0;000;0;0
ivan-jaime;Ivan Jaime;0;0;0;3;3;0;0;0;000;000;0;000;0;0
ivan-martin;Ivan Martin;1;1;1;16;9;1;1;0;000;100;0;000;0;0
i-sanchez;Ivan Sanchez Aguayo;5;3;1;16;4;1;0;1;020;000;0;000;0;0
ivan-villar;Ivan Villar;0;0;0;0;0;0;0;0;000;000;0;000;0;0
inaki-pena;Ignacio Pena Sotorres;0;0;0;0;0;0;0;0;000;000;0;000;0;0
inaki-ruperez;Inaki Ruperez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
williams;Inaki Williams;38;18;8;31;38;5;5;0;005;008;0;000;0;0
inigo-arguibide;Inigo Arguibide;0;0;0;0;0;0;0;0;000;000;0;000;0;0
i-martinez;Inigo Martinez;5;2;2;1;0;0;0;0;000;000;0;000;0;0
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jacobo-ramon;Jacobo Ramon;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jailson;Jailson Marques Siqueira;1;1;0;3;1;0;0;0;000;000;0;000;0;1
mata;Jaime Mata;7;3;0;3;2;0;0;0;000;000;0;000;0;0
james-1;James Rodriguez;2;2;0;5;2;0;0;0;000;000;0;000;0;0
oblak;Jan Oblak;0;0;0;1;0;0;0;0;000;000;0;000;0;0
jan-salas;Jan Salas;0;0;0;0;0;0;0;0;000;000;0;000;0;0
cillessen;Jasper Cillessen;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jastin-garcia;Antonino Jastin Garcia Lopez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
domenech;Jaume Domenech;0;0;0;0;0;0;0;0;000;000;0;000;0;0
javi-galan;Javi Galan;4;0;2;17;23;0;0;0;000;000;0;000;0;0
javier-guerra;Javi Guerra;15;4;2;21;24;1;1;0;000;007;0;000;0;0
javi-hdez;Javi Hernandez;5;1;1;9;9;0;0;0;000;000;0;000;0;0
javi-llabres;Javi Llabres;0;0;0;0;0;0;0;0;000;000;0;000;0;0
javi-lopez-4;Javi Lopez;4;1;0;12;12;0;0;0;000;000;0;000;0;0
javi-martinez-2;Javi Martinez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
javi-munoz;Javi Munoz;14;4;2;14;10;0;0;0;000;000;0;000;0;0
puado;Javi Puado;36;12;1;14;23;8;7;1;006;011;2;006;0;0
javier-rodriguez-1;Javi Rodriguez;7;3;2;3;4;2;2;0;000;029;0;000;0;0
javier-serrano;Javi Serrano;0;0;0;0;0;0;0;0;000;000;0;000;0;0
javi-sanchez-1;Javi Sanchez de Felipe;5;3;0;1;0;1;0;1;000;020;0;000;1;0
manquillo;Javier Manquillo;0;0;0;0;1;0;0;0;000;000;0;000;0;0
javier-marton;Javier Marton;0;0;0;0;0;0;0;0;000;000;0;000;0;0
areso;Jesus Areso;3;0;1;15;20;0;0;0;000;000;0;000;0;0
j-navas;Jesus Navas;3;2;0;4;2;1;1;0;000;033;0;000;0;0
jesus-owono;Jesus Owono;0;0;0;1;0;0;0;0;000;000;0;000;0;0
jesus-rodriguez;Jesus Rodriguez;9;5;0;22;26;1;0;1;000;011;0;000;0;0
vallejo;Jesus Vallejo;0;0;0;0;0;0;0;0;000;000;0;000;0;0
j-vazquez-1;Jesus Vazquez;2;1;0;10;12;0;0;0;000;000;0;000;0;0
jhon-solis;Jhon Solis;1;1;0;5;6;1;1;0;000;100;0;000;0;0
jiri-letacek;Jiri Letacek;0;0;0;0;0;0;0;0;000;000;0;000;0;0
j-garcia;Joan Garcia;1;1;0;0;0;0;0;0;000;000;0;000;0;0
jordan;Joan Jordan;10;6;2;3;1;4;3;1;000;040;2;000;0;0
joaquin-panichelli;Joaquin Panichelli;0;0;0;0;0;0;0;0;000;000;0;000;0;0
casals;Joel Roca;0;0;0;0;0;0;0;0;000;000;0;000;0;0
j-carreras;Jofre Carreras;20;10;3;24;37;2;0;2;000;010;0;000;0;0
j-mojica;Johan Mojica;10;2;2;24;32;1;1;0;010;000;0;000;0;0
j-patrick;John Patrick;1;0;0;2;3;0;0;0;000;000;0;000;0;0
joao-cardoso;Johnny Cardoso;10;2;1;16;9;0;0;0;000;000;0;000;0;0
jon-aramburu;Jon Aramburu;6;2;1;5;21;0;0;0;000;000;0;000;0;0
jon-balda;Jon Balda;0;0;0;0;0;0;0;0;000;000;0;000;0;0
guridi;Jon Guridi;14;9;0;5;7;2;2;0;007;007;1;000;0;0
jon-magunacelaya;Jon Magunazelaia;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jon-martin;Jon Martin;4;1;1;0;0;0;0;0;000;000;0;000;0;0
moncayola;Jon Moncayola;14;7;0;3;7;0;0;0;000;000;0;000;0;0
jon-ander-olasagasti;Jon Olasagasti;4;1;1;1;4;1;1;0;025;000;0;000;0;0
pacheco-3;Jon Pacheco;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jonathan-bamba;Jonathan Bamba;11;6;1;15;19;0;0;0;000;000;0;000;0;0
jones-el-abdellaoui;Jones El Abdellaoui;0;0;0;0;0;0;0;0;000;000;0;000;0;0
joni-montiel;Joni Montiel;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jorge-benito;Jorge Benito;0;0;0;0;0;0;0;0;000;000;0;000;0;0
herrando;Jorge Herrando;4;1;0;1;0;0;0;0;000;000;0;000;0;0
jorge-saenz;Jorge Saenz;2;1;0;0;1;1;1;0;000;050;0;000;0;0
de-frutos-1;Jorge de Frutos;31;13;3;26;35;4;4;0;000;013;0;000;0;0
aidoo-jr;Joseph Aidoo;0;0;0;0;0;0;0;0;000;000;0;000;0;0
jose-arnaiz;Jose Arnaiz;1;1;0;0;2;0;0;0;000;000;0;000;0;0
j-g-campana;Jose Campana;2;1;2;6;4;0;0;0;000;000;0;000;0;0
gaya;Jose Gaya;4;0;1;4;9;0;0;0;000;000;0;000;0;0
gragera;Jose Gragera;1;0;0;1;2;0;0;0;000;000;0;000;0;0
j-m-gimenez;Jose Gimenez;4;1;1;2;0;0;0;0;000;000;0;000;0;1
jose-angel-carmona;Jose Angel Carmona;13;3;0;12;13;0;0;0;000;000;0;000;0;0
jose-angel-lopez;Jose Angel Lopez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
joao-urbaez;Joao Urbaez;0;0;0;0;0;0;0;0;000;000;0;000;0;0
juan-bernat;Juan Bernat;1;1;1;4;6;0;0;0;000;000;0;000;0;0
j-berrocal;Juan Berrocal;2;0;0;0;0;0;0;0;000;000;0;000;0;0
juan-carlos-1;Juan Carlos Martin Corral;0;0;0;0;0;0;0;0;000;000;0;000;0;0
juan-cruz;Juan Cruz;21;10;1;29;25;4;2;2;019;000;0;000;0;0
juan-cruz-1;Juan Cruz Alvaro Armada;3;0;0;1;2;0;0;0;000;000;0;000;0;0
foyth;Juan Foyth;3;2;0;1;1;0;0;0;000;000;0;000;0;0
juan-herzog;Juan Herzog;4;0;0;0;0;0;0;0;000;000;0;000;0;0
iglesias;Juan Iglesias;10;2;1;10;13;0;0;0;000;000;0;000;0;0
juan-musso;Juan Musso;0;0;0;0;0;0;0;0;000;000;0;000;0;0
juan-soriano;Juan Soriano;0;0;0;0;0;0;0;0;000;000;0;000;0;1
juanlu-1;Juanlu Sanchez;10;5;3;2;12;4;4;0;010;030;0;000;0;0
juanmi;Juan Miguel Jimenez Lopez;11;4;0;5;3;0;0;0;000;000;0;000;0;0
juan-latasa;Juanmi Latasa;11;1;0;4;2;0;0;0;000;000;0;000;0;0
juanpe-rl;Juan Pedro Ramirez Lopez;1;0;0;0;0;0;0;0;000;000;0;000;0;0
